engine,memory,filesystem,configuration,distribution,test,i,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",1,"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
wt,110,ext4,wt2,pareto,oltp_ro,9,49.230,13.474,34.124,0.460,0.0,2.712,80462643.200,1638.400,27105731.500,231236327.600,0.0,0.0,713261.600,998917.300
wt,110,ext4,wt2,pareto,oltp_ro,10,48.687,13.597,34.593,0.388,0.0,2.735,69587763.200,1638.400,27052367.700,230828135.400,0.0,0.0,713466.0,1000156.300
wt,110,ext4,wt2,pareto,oltp_ro,11,48.935,13.349,34.635,0.343,0.0,2.738,60807577.600,1945.600,27038849.700,230509591.700,0.0,0.0,714287.800,995394.900
wt,110,ext4,wt2,pareto,oltp_ro,12,48.910,13.360,34.649,0.299,0.0,2.782,53767782.400,1638.400,27151984.400,231697669.400,0.0,0.0,713088.0,999374.500
wt,110,ext4,wt2,pareto,oltp_ro,13,48.834,13.386,34.847,0.264,0.0,2.670,47939584.0,1638.400,27041733.600,230733535.100,0.0,0.0,711384.400,996504.400
wt,110,ext4,wt2,pareto,oltp_ro,14,48.677,13.391,34.989,0.234,0.0,2.709,42215833.600,1945.600,27040098.500,230431532.900,0.0,0.0,712285.900,998882.0
wt,110,ext4,wt2,pareto,oltp_ro,15,49.079,13.278,34.716,0.206,0.0,2.722,37788569.600,11468.800,27141508.600,231327128.500,0.0,0.0,716424.800,997691.100
wt,110,ext4,wt2,pareto,oltp_ro,16,48.637,13.241,35.212,0.186,0.0,2.723,34414182.400,4096.0,27025638.100,230245779.400,0.0,0.0,710380.200,996384.800
wt,110,ext4,wt2,pareto,oltp_ro,17,48.549,13.670,34.957,0.169,0.0,2.655,31123456.0,1996.800,27048160.300,230362767.900,0.0,0.0,710820.100,996432.500
wt,110,ext4,wt2,pareto,oltp_ro,18,48.651,13.182,35.401,0.153,0.0,2.613,28092006.400,1638.400,27002852.0,230388240.100,0.0,0.0,710041.0,995532.900
wt,110,ext4,wt2,pareto,oltp_ro,19,48.828,13.310,35.011,0.145,0.0,2.707,25473024.0,1638.400,27090889.900,230818987.300,0.0,0.0,712544.100,999791.500
wt,110,ext4,wt2,pareto,oltp_ro,20,48.608,13.458,35.084,0.133,0.0,2.718,24177868.800,7731.200,27048288.500,230359071.500,0.0,0.0,714636.600,999950.900
wt,110,ext4,wt2,uniform,oltp_ro,2,14.827,4.409,79.648,0.242,0.0,0.874,1358562.779,44390572.126,0.0,0.0,18065.322,101979.481,213663.304,327248.124
wt,110,ext4,wt2,uniform,oltp_ro,3,11.572,3.905,73.060,10.782,0.0,0.680,205944371.200,27494.400,9883538.900,21589663.700,0.0,0.0,175349.400,195873.0
wt,110,ext4,wt2,uniform,oltp_ro,4,39.482,12.414,31.254,13.807,0.0,3.044,460367872.0,2457.600,33221594.500,72372097.300,0.0,0.0,676928.200,826492.200
wt,110,ext4,wt2,uniform,oltp_ro,5,41.048,13.009,39.424,3.263,0.0,3.256,333075660.800,13260.800,34812281.200,76240504.500,0.0,0.0,714717.600,885033.0
wt,110,ext4,wt2,uniform,oltp_ro,6,40.552,12.377,42.106,1.729,0.0,3.235,245875097.600,1638.400,34839315.900,76267214.500,0.0,0.0,705457.600,876684.0
wt,110,ext4,wt2,uniform,oltp_ro,7,40.419,12.050,43.170,1.157,0.0,3.205,184342937.600,1638.400,34948509.100,76423874.900,0.0,0.0,703472.800,875436.100
wt,110,ext4,wt2,uniform,oltp_ro,8,40.099,12.223,43.702,0.814,0.0,3.163,138133504.0,6860.800,34952072.100,76210713.0,0.0,0.0,702318.0,875734.100
wt,110,ext4,wt2,uniform,oltp_ro,9,39.487,12.039,44.654,0.591,0.0,3.229,103736524.800,1638.400,34720529.0,76031104.300,0.0,0.0,698928.700,875562.0
wt,110,ext4,wt2,uniform,oltp_ro,10,39.779,11.954,44.658,0.436,0.0,3.173,77653196.800,1638.400,34815796.0,76569383.400,0.0,0.0,699105.800,876565.400
wt,110,ext4,wt2,uniform,oltp_ro,11,39.394,11.947,45.073,0.321,0.0,3.265,58085785.600,1945.600,34873826.100,76450961.400,0.0,0.0,699000.800,877179.100
wt,110,ext4,wt2,uniform,oltp_ro,12,39.446,12.039,45.200,0.240,0.0,3.076,44160204.800,1638.400,34860481.700,75783219.400,0.0,0.0,703477.500,877860.600
wt,110,ext4,wt2,uniform,oltp_ro,13,39.424,11.723,45.478,0.181,0.0,3.196,33127628.800,1638.400,34921111.100,76315494.0,0.0,0.0,698818.600,877617.200
